# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	2091097	2092401	+	KOIAIB_02124	496.0	1.0e-172	1.051	0.981	0.594	UniRef:UniRef50_Q492K3
contig_1	cds	2092398	2093468	+	KOIAIB_02125	600.0	2.9e-215	1.228	0.991	0.723	UniRef:UniRef50_P06986
contig_1	cds	2093468	2094535	+	KOIAIB_02126	681.0	1.1e-247	0.938	0.804	0.994	UniRef:UniRef50_Q9S5G5
contig_1	cds	2094535	2095125	+	KOIAIB_02127	268.0	5.9e-90	1.046	0.899	0.698	UniRef:UniRef50_W0LHS5
contig_1	cds	2095125	2095862	+	KOIAIB_02128	361.0	3.8e-126	0.812	0.926	0.925	UniRef:UniRef50_A0A2X1Q5A9
contig_1	cds	2095844	2096620	+	KOIAIB_02129	310.0	6.5e-105	1.109	0.993	0.573	UniRef:UniRef50_Q9PM72
contig_1	cds	2096614	2097225	+	KOIAIB_02130	258.0	4.3e-86	1.0	0.949	0.635	UniRef:UniRef50_A0A0B6CTZ6
contig_1	cds	2097321	2098301	-	KOIAIB_02131	559.0	9.4e-201	1.0	0.903	0.911	UniRef:UniRef50_P76372
contig_1	cds	2098447	2099613	-	KOIAIB_02132	572.0	3.7e-205	0.884	1.0	0.828	UniRef:UniRef50_K1E640
contig_1	cds	2099862	2101268	-	KOIAIB_02133	803.0	2.8e-292	1.002	0.885	0.870	UniRef:UniRef50_P41582
contig_1	cds	2101396	2101677	-	KOIAIB_02134	-	-	-	-	-	-
contig_1	cds	2101895	2102875	-	KOIAIB_02135	602.0	5.4e-217	1.294	1.0	0.763	UniRef:UniRef50_P76071
contig_1	cds	2102916	2103389	-	KOIAIB_02136	-	-	-	-	-	-
contig_1	cds	2103391	2104509	-	KOIAIB_02137	744.0	3.8e-273	0.997	0.987	0.997	UniRef:UniRef50_P37751
contig_1	cds	2104494	2105084	-	KOIAIB_02138	236.0	8.5e-78	0.934	0.884	0.656	UniRef:UniRef50_P37750
contig_1	cds	2105065	2106057	-	KOIAIB_02139	374.0	7.1e-128	0.997	0.971	0.556	UniRef:UniRef50_P37749
contig_1	cds	2106060	2107226	-	KOIAIB_02140	723.0	2.7e-264	1.0	1.0	1.0	UniRef:UniRef50_P37748
contig_1	cds	2107226	2108329	-	KOIAIB_02141	470.0	1.2e-163	0.986	0.815	0.605	UniRef:UniRef50_A0A6I4Q4C7
contig_1	cds	2108337	2109584	-	KOIAIB_02142	764.0	1.6e-279	1.0	1.0	1.0	UniRef:UniRef50_P37746
contig_1	cds	2109581	2110138	-	KOIAIB_02143	226.0	1.8e-74	0.957	0.952	0.616	UniRef:UniRef50_A6M9D3
contig_1	cds	2110138	2111019	-	KOIAIB_02144	414.0	1.6e-144	0.986	0.840	0.689	UniRef:UniRef50_A0A9J7AK84
contig_1	cds	2111077	2111976	-	KOIAIB_02145	378.0	3.7e-130	0.987	0.889	0.620	UniRef:UniRef50_E1VHH7
contig_1	cds	2111976	2113061	-	KOIAIB_02146	611.0	7.4e-221	0.997	0.997	0.811	UniRef:UniRef50_A0A5J6WYR6
contig_1	ncRNA-region	2113137	2113175	-	-	60.1	1.4e-12	-	-	-	RFAM:RF01707
contig_1	cds	2113434	2114327	-	KOIAIB_02147	527.0	3.8e-189	0.983	0.893	0.894	UniRef:UniRef50_A0A1C3T0N2
contig_1	cds	2114502	2115896	-	KOIAIB_02148	719.0	1.2e-259	0.994	0.956	0.755	UniRef:UniRef50_P71244
contig_1	cds	2115907	2117127	-	KOIAIB_02149	777.0	1.8e-284	1.059	1.0	0.935	UniRef:UniRef50_P71243
contig_1	cds	2117124	2118404	-	KOIAIB_02150	828.0	9.8e-304	0.998	0.904	0.986	UniRef:UniRef50_Q46637
contig_1	ncRNA	2118524	2118594	+	KOIAIB_02151	73.0	1.2e-10	-	-	-	RFAM:RF02564
contig_1	cds	2118680	2120158	-	KOIAIB_02152	593.0	1.6e-209	1.0	0.992	0.610	UniRef:UniRef50_A0A240BQ54
contig_1	cds	2120160	2121554	-	KOIAIB_02153	929.0	0.0	1.0	0.989	0.996	UniRef:UniRef50_P71241
contig_1	cds	2121609	2122979	-	KOIAIB_02154	791.0	3.4e-287	1.219	1.0	0.732	UniRef:UniRef50_P37755
contig_1	ncRNA-region	2122984	2123033	-	-	76.7	1.1e-13	-	-	-	RFAM:RF02929
contig_1	cds	2123084	2124520	-	KOIAIB_02155	654.0	3.7e-235	0.816	1.0	0.851	UniRef:UniRef50_A0A2X2VIW4
contig_1	cds	2124523	2125746	-	KOIAIB_02156	471.0	1.1e-163	1.002	0.956	0.603	UniRef:UniRef50_A0A1C3T0Z6
contig_1	cds	2125743	2126225	-	KOIAIB_02157	282.0	1.1e-96	0.988	0.802	0.842	UniRef:UniRef50_P32056
contig_1	cds	2126225	2127190	-	KOIAIB_02158	483.0	7.5e-171	0.991	0.881	0.730	UniRef:UniRef50_Q5JBH1
contig_1	cds	2127193	2128314	-	KOIAIB_02159	638.0	7.3e-232	0.853	0.972	1.0	UniRef:UniRef50_A0A447PET5
contig_1	cds	2128340	2128888	-	KOIAIB_02160	327.0	8.6e-114	0.984	0.821	0.849	UniRef:UniRef50_P0ACD2
contig_1	cds	2128904	2129650	-	KOIAIB_02161	471.0	6.9e-169	1.105	0.996	0.880	UniRef:UniRef50_P71239
contig_1	cds	2129661	2130878	-	KOIAIB_02162	723.0	9.2e-263	1.099	1.0	0.894	UniRef:UniRef50_P71238
contig_1	cds	2130853	2132070	-	KOIAIB_02163	804.0	5.4e-295	1.086	1.0	0.916	UniRef:UniRef50_P71237
contig_1	cds	2132067	2132555	-	KOIAIB_02164	-	-	-	-	-	-
contig_1	cds	2132558	2133397	-	KOIAIB_02165	345.0	2.2e-117	1.007	0.839	0.601	UniRef:UniRef50_P77414
contig_1	cds	2133490	2135652	-	KOIAIB_02166	1355.0	0.0	1.0	0.829	0.994	UniRef:UniRef50_P76387
contig_1	cds	2135655	2136098	-	KOIAIB_02167	170.0	3.8e-53	0.973	0.841	0.580	UniRef:UniRef50_P0AAB2
contig_1	cds	2136104	2137243	-	KOIAIB_02168	491.0	6.4e-172	1.174	0.998	0.569	UniRef:UniRef50_P0A930
contig_1	ncRNA-region	2137422	2137460	-	-	57.4	5.7e-12	-	-	-	RFAM:RF01707
contig_1	cds	2137902	2139485	+	KOIAIB_02169	953.0	0.0	0.975	0.905	0.986	UniRef:UniRef50_P76389
contig_1	cds	2139759	2141612	-	KOIAIB_02170	1143.0	0.0	1.206	1.0	0.827	UniRef:UniRef50_A0A1M0W3U0
contig_1	cds	2141634	2142215	-	KOIAIB_02171	333.0	6.7e-116	0.902	0.802	0.948	UniRef:UniRef50_P28248
contig_1	cds	2142307	2142948	-	KOIAIB_02172	226.0	2.3e-73	0.948	0.910	0.530	UniRef:UniRef50_A0A2U8BRX9
contig_1	cds	2143266	2146583	+	KOIAIB_02173	1451.0	0.0	1.004	0.982	0.655	UniRef:UniRef50_P38097
contig_1	cds	2146692	2147540	-	KOIAIB_02174	536.0	1.3e-193	1.0	0.966	0.908	UniRef:UniRef50_A0A7H9K3U4
contig_1	cds	2147674	2149026	+	KOIAIB_02175	751.0	9.9e-273	1.0	0.924	0.838	UniRef:UniRef50_P36928
contig_1	cds	2149039	2150985	-	KOIAIB_02176	1181.0	0.0	1.211	1.0	0.796	UniRef:UniRef50_P76393
contig_1	cds	2151185	2151646	+	KOIAIB_02177	294.0	7.1e-102	1.0	0.884	0.941	UniRef:UniRef50_P76394
contig_1	cds	2151711	2152391	-	KOIAIB_02178	223.0	4.1e-71	1.004	0.805	0.524	UniRef:UniRef50_A0A564I0M3
contig_1	cds	2152469	2153128	-	KOIAIB_02179	274.0	1.9e-91	0.991	0.816	0.613	UniRef:UniRef50_P76396
contig_1	ncRNA	2153275	2153423	+	KOIAIB_02180	149.6	1.6e-24	-	-	-	RFAM:RF00113
contig_1	sorf	2153349	2153408	-	KOIAIB_02181	31.6	2.7e-07	1.0	1.0	1.0	UniRef:UniRef50_C1P607
contig_1	ncRNA	2153610	2153752	+	KOIAIB_02182	142.1	3.5e-23	-	-	-	RFAM:RF00113
contig_1	cds	2153700	2153846	+	KOIAIB_02183	-	-	-	-	-	-
contig_1	cds	2154016	2155263	+	KOIAIB_02184	591.0	6.9e-211	0.971	0.953	0.799	UniRef:UniRef50_A0A0J8VMS4
contig_1	cds	2155263	2158385	+	KOIAIB_02185	1167.0	0.0	1.030	0.889	0.610	UniRef:UniRef50_Q8ZCW0
contig_1	cds	2158386	2161463	+	KOIAIB_02186	1205.0	0.0	1.057	0.973	0.608	UniRef:UniRef50_A0AAI9L9I1
contig_1	cds	2161464	2162879	+	KOIAIB_02187	862.0	1.9e-316	1.008	1.0	0.975	UniRef:UniRef50_B7L9V0
contig_1	cds	2162876	2164279	+	KOIAIB_02188	662.0	1.3e-236	1.137	1.0	0.661	UniRef:UniRef50_P30847
contig_1	cds	2164276	2164998	+	KOIAIB_02189	341.0	4.8e-118	0.996	0.984	0.732	UniRef:UniRef50_A0A169GQR6
contig_1	cds	2165189	2165521	+	KOIAIB_02190	205.0	3.5e-68	1.0	0.840	0.991	UniRef:UniRef50_Q83KI3
contig_1	cds	2165668	2167029	+	KOIAIB_02191	576.0	5.6e-203	1.049	0.913	0.625	UniRef:UniRef50_P76403
contig_1	ncRNA	2167112	2167197	+	KOIAIB_02192	100.8	1.3e-15	-	-	-	RFAM:RF00112
contig_1	cds	2167302	2167520	-	KOIAIB_02193	144.0	1.9e-45	0.931	0.827	0.970	UniRef:UniRef50_A0AA92X8C2
contig_1	cds	2167989	2168306	-	KOIAIB_02194	205.0	1.4e-68	0.990	0.945	0.962	UniRef:UniRef50_A0A376KT80
contig_1	cds	2168712	2169611	+	KOIAIB_02195	403.0	5.6e-140	0.997	0.887	0.668	UniRef:UniRef50_P76407
contig_1	cds	2169693	2170139	-	KOIAIB_02196	-	-	-	-	-	-
contig_1	cds	2170236	2170535	+	KOIAIB_02197	162.0	7.9e-52	0.939	1.0	0.989	UniRef:UniRef50_A0A8I0T144
contig_1	cds	2170532	2171398	+	KOIAIB_02198	602.0	1.4e-219	1.0	0.950	0.997	UniRef:UniRef50_A0A2X7XDT5
contig_1	cds	2171395	2171733	-	KOIAIB_02199	-	-	-	-	-	-
contig_1	cds	2171833	2172873	-	KOIAIB_02200	462.0	5.9e-162	0.977	0.871	0.666	UniRef:UniRef50_P0A9S3
contig_1	cds	2172921	2173361	-	KOIAIB_02201	-	-	-	-	-	-
contig_1	cds	2173343	2174278	-	KOIAIB_02202	-	-	-	-	-	-
contig_1	cds	2174282	2174566	-	KOIAIB_02203	150.0	3.0e-47	0.926	0.870	0.793	UniRef:UniRef50_A0A377BAC3
contig_1	cds	2174597	2175049	-	KOIAIB_02204	293.0	1.9e-101	0.987	0.804	1.0	UniRef:UniRef50_P69828
contig_1	cds	2175059	2176321	-	KOIAIB_02205	793.0	7.8e-290	0.952	0.820	0.988	UniRef:UniRef50_P0C8J8
contig_1	cds	2176350	2177204	-	KOIAIB_02206	471.0	2.4e-168	0.877	0.996	0.964	UniRef:UniRef50_A0A3S4FCV7
contig_1	ncRNA	2177411	2177481	-	KOIAIB_02207	64.5	4.0e-09	-	-	-	RFAM:RF02564
contig_1	cds	2177512	2178564	-	KOIAIB_02208	509.0	1.1e-181	0.814	0.956	0.891	UniRef:UniRef50_A0A3S4I2S9
contig_1	cds	2178821	2180098	+	KOIAIB_02209	767.0	5.5e-280	1.005	0.966	0.899	UniRef:UniRef50_P76417
contig_1	cds	2180095	2181099	+	KOIAIB_02210	508.0	9.0e-181	0.991	0.988	0.749	UniRef:UniRef50_F5NWW3
contig_1	cds	2181096	2182061	+	KOIAIB_02211	466.0	7.7e-165	0.972	0.984	0.734	UniRef:UniRef50_A0A5P9BDU0
contig_1	cds	2182035	2182781	-	KOIAIB_02212	475.0	3.7e-170	0.980	0.835	1.0	UniRef:UniRef50_P0ACM5
contig_1	cds	2182833	2183651	-	KOIAIB_02213	502.0	3.5e-180	0.974	0.869	0.921	UniRef:UniRef50_Q8X7H0
contig_1	cds	2183716	2184516	-	KOIAIB_02214	330.0	9.2e-113	0.989	0.967	0.624	UniRef:UniRef50_A0A451DPW4
contig_1	cds	2184513	2185301	-	KOIAIB_02215	313.0	1.4e-105	1.202	0.981	0.581	UniRef:UniRef50_P76423
contig_1	ncRNA-region	2185336	2185432	-	-	71.1	1.6e-11	-	-	-	RFAM:RF00059
contig_1	cds	2185524	2185796	-	KOIAIB_02216	94.0	1.2e-24	1.022	0.836	0.543	UniRef:UniRef50_P55757
contig_1	cds	2185917	2186741	+	KOIAIB_02217	401.0	1.1e-140	1.015	1.0	0.813	UniRef:UniRef50_A0A377CEQ4
contig_1	cds	2186960	2187298	+	KOIAIB_02218	151.0	5.1e-47	0.946	1.010	0.708	UniRef:UniRef50_A0A1B7K2J7
contig_1	cds	2187380	2188414	-	KOIAIB_02219	549.0	6.6e-197	1.0	1.0	0.846	UniRef:UniRef50_A0A5R8UG60
contig_1	cds	2188430	2190910	-	KOIAIB_02220	1261.0	0.0	1.0	1.001	0.732	UniRef:UniRef50_A0A2X1MNA2
contig_1	cds	2190926	2191600	-	KOIAIB_02221	393.0	6.3e-139	1.0	0.933	0.879	UniRef:UniRef50_A0A0F6RFG4
contig_1	cds	2191680	2192222	-	KOIAIB_02222	327.0	5.1e-114	0.972	0.897	0.960	UniRef:UniRef50_P33343
contig_1	cds	2192515	2192796	-	KOIAIB_02223	192.0	9.4e-64	1.0	0.845	1.0	UniRef:UniRef50_P33344
contig_1	cds	2193059	2194168	-	KOIAIB_02224	593.0	6.8e-212	1.0	0.807	0.797	UniRef:UniRef50_Q8ZNN5
contig_1	cds	2194300	2196333	+	KOIAIB_02225	1164.0	0.0	1.0	1.003	0.826	UniRef:UniRef50_A5CWL9
contig_1	cds	2196474	2197298	+	KOIAIB_02226	513.0	7.7e-185	0.964	0.917	1.0	UniRef:UniRef50_A0A3P5DTD9
contig_1	cds	2197410	2199347	+	KOIAIB_02227	-	-	-	-	-	-
contig_1	cds	2199310	2200269	+	KOIAIB_02228	-	-	-	-	-	-
contig_1	cds	2200279	2203911	+	KOIAIB_02229	1907.0	0.0	0.812	0.996	0.964	UniRef:UniRef50_A0A2H4TY04
contig_1	cds	2203972	2204289	+	KOIAIB_02230	173.0	8.1e-56	1.0	0.991	0.810	UniRef:UniRef50_A0A7L6LAJ5
contig_1	ncRNA	2204409	2204484	+	KOIAIB_02231	100.0	4.3e-17	-	-	-	RFAM:RF02083
contig_1	cds	2204596	2205684	+	KOIAIB_02232	407.0	1.7e-139	1.011	0.913	0.598	UniRef:UniRef50_A0A4R5C9E1
contig_1	cds	2205695	2207974	+	KOIAIB_02233	1467.0	0.0	1.0	0.931	0.963	UniRef:UniRef50_P33349
contig_1	cds	2207967	2209103	+	KOIAIB_02234	689.0	3.1e-251	0.947	1.0	0.983	UniRef:UniRef50_A0A485JCA9
contig_1	cds	2209100	2210944	+	KOIAIB_02235	1175.0	0.0	1.002	0.826	0.959	UniRef:UniRef50_P33353
contig_1	cds	2211225	2211686	+	KOIAIB_02236	288.0	1.6e-99	1.0	0.911	0.987	UniRef:UniRef50_P33354
contig_1	cds	2211726	2212196	-	KOIAIB_02237	248.0	6.2e-84	0.994	0.994	0.781	UniRef:UniRef50_A0A0H2V0J0
contig_1	cds	2212243	2212962	-	KOIAIB_02238	338.0	1.5e-116	0.987	0.933	0.691	UniRef:UniRef50_P0AFT5
contig_1	cds	2212959	2214644	-	KOIAIB_02239	893.0	0.0	0.991	0.898	0.820	UniRef:UniRef50_P0AD14
contig_1	cds	2214866	2215597	+	KOIAIB_02240	366.0	5.1e-127	1.0	0.810	0.716	UniRef:UniRef50_P33358
contig_1	cds	2215657	2215764	+	KOIAIB_02241	56.2	1.9e-11	1.0	0.814	0.857	UniRef:UniRef50_Q2EES6
contig_1	cds	2215745	2216476	-	KOIAIB_02242	394.0	3.1e-139	0.897	1.0	0.986	UniRef:UniRef50_A0A9W6K070
contig_1	cds	2216481	2217407	-	KOIAIB_02243	475.0	9.6e-169	0.997	0.975	0.798	UniRef:UniRef50_A0A085AG43
contig_1	cds	2217400	2218557	-	KOIAIB_02244	430.0	1.9e-148	0.990	0.990	0.630	UniRef:UniRef50_I2B7H5
contig_1	cds	2218564	2219481	-	KOIAIB_02245	320.0	2.2e-107	0.931	0.899	0.595	UniRef:UniRef50_A0A379N3Q1
contig_1	cds	2219692	2221959	-	KOIAIB_02246	1386.0	0.0	0.999	0.952	0.916	UniRef:UniRef50_A0AAE4DJP3
contig_1	cds	2222185	2223900	+	KOIAIB_02247	1134.0	0.0	1.014	0.895	0.972	UniRef:UniRef50_P06149
contig_1	cds	2223938	2224870	-	KOIAIB_02248	477.0	2.6e-169	1.023	0.975	0.785	UniRef:UniRef50_A7MHL9
contig_1	ncRNA-region	2224875	2224955	-	-	72.9	5.1e-13	-	-	-	RFAM:RF03039
contig_1	cds	2225044	2225631	-	KOIAIB_02249	220.0	5.2e-71	0.979	0.806	0.550	UniRef:UniRef50_F2K0D4
contig_1	cds	2225801	2226379	+	KOIAIB_02250	310.0	1.3e-106	0.974	0.820	0.759	UniRef:UniRef50_A0A484YEZ6
contig_1	cds	2226509	2227270	-	KOIAIB_02251	246.0	1.9e-79	0.957	0.826	0.521	UniRef:UniRef50_A0A238X7X7
contig_1	cds	2227323	2228513	-	KOIAIB_02252	534.0	1.6e-189	0.944	0.987	0.743	UniRef:UniRef50_A0A3D2B643
contig_1	cds	2229438	2230385	-	KOIAIB_02253	544.0	6.2e-195	0.984	0.827	0.871	UniRef:UniRef50_P33371
contig_1	cds	2230624	2231022	+	KOIAIB_02254	228.0	1.6e-76	0.970	0.853	0.898	UniRef:UniRef50_P60632
contig_1	cds	2231019	2231714	+	KOIAIB_02255	307.0	2.4e-104	0.965	0.845	0.731	UniRef:UniRef50_P0AD19
contig_1	cds	2231844	2232728	+	KOIAIB_02256	325.0	1.5e-109	1.139	0.997	0.549	UniRef:UniRef50_P0ABF6
contig_1	cds	2232878	2233597	+	KOIAIB_02257	438.0	1.8e-156	0.916	0.909	1.0	UniRef:UniRef50_A0A151UJ27
contig_1	cds	2233600	2233839	+	KOIAIB_02258	150.0	1.6e-47	0.911	0.935	0.986	UniRef:UniRef50_A0A2X1PWQ4
contig_1	cds	2234033	2235271	+	KOIAIB_02259	758.0	6.7e-277	1.0	0.958	0.930	UniRef:UniRef50_P76440
contig_1	cds	2235265	2236500	+	KOIAIB_02260	450.0	2.0e-155	0.973	0.932	0.553	UniRef:UniRef50_B7LAG7
contig_1	ncRNA	2236603	2236680	-	KOIAIB_02261	88.3	1.9e-13	-	-	-	RFAM:RF02564
contig_1	cds	2236743	2237753	-	KOIAIB_02262	516.0	3.0e-184	0.839	0.895	0.972	UniRef:UniRef50_A0A447R1S8
contig_1	cds	2237769	2239289	-	KOIAIB_02263	732.0	5.0e-263	0.990	0.896	0.739	UniRef:UniRef50_P0AAG8
contig_1	cds	2239350	2240348	-	KOIAIB_02264	571.0	3.7e-205	1.0	0.888	0.855	UniRef:UniRef50_P0AEE5
contig_1	cds	2240628	2241668	-	KOIAIB_02265	495.0	4.0e-175	0.983	0.914	0.738	UniRef:UniRef50_P25748
contig_1	cds	2241810	2242967	-	KOIAIB_02266	656.0	1.3e-238	0.870	0.985	0.985	UniRef:UniRef50_Q32EN7
contig_1	cds	2242984	2243652	-	KOIAIB_02267	266.0	1.2e-88	0.982	0.883	0.633	UniRef:UniRef50_A0A516H9J4
contig_1	cds	2243910	2244746	+	KOIAIB_02268	488.0	4.2e-174	0.996	0.847	0.827	UniRef:UniRef50_P33018
contig_1	cds	2244778	2246769	-	KOIAIB_02269	1358.0	0.0	1.0	0.911	0.998	UniRef:UniRef50_P17315
contig_1	cds	2247063	2248532	-	KOIAIB_02270	645.0	1.7e-228	0.990	0.834	0.643	UniRef:UniRef50_A2RNZ6
contig_1	cds	2248737	2249618	-	KOIAIB_02271	520.0	4.0e-187	0.980	0.970	0.916	UniRef:UniRef50_A8AE68
contig_1	cds	2249717	2250766	+	KOIAIB_02272	363.0	7.7e-123	0.908	0.807	0.618	UniRef:UniRef50_Q8ZGJ0
contig_1	cds	2250840	2251697	+	KOIAIB_02273	500.0	1.7e-179	1.0	0.997	0.856	UniRef:UniRef50_A0A451DK09
contig_1	cds	2251700	2252788	+	KOIAIB_02274	690.0	3.7e-251	1.127	1.0	0.887	UniRef:UniRef50_P33020
contig_1	cds	2252895	2254145	-	KOIAIB_02275	489.0	8.5e-171	1.007	0.998	0.632	UniRef:UniRef50_V2TRI0
contig_1	cds	2254245	2255186	-	KOIAIB_02276	638.0	8.1e-233	1.0	0.940	0.997	UniRef:UniRef50_P33022
contig_1	cds	2255316	2256014	+	KOIAIB_02277	446.0	1.2e-159	0.996	0.924	0.961	UniRef:UniRef50_P0A9E9
contig_1	cds	2256085	2257335	-	KOIAIB_02278	488.0	2.4e-170	1.007	0.998	0.635	UniRef:UniRef50_V2TRI0
contig_1	cds	2257429	2258367	-	KOIAIB_02279	358.0	2.9e-122	0.949	0.876	0.645	UniRef:UniRef50_A9NGD7
contig_1	cds	2258355	2259296	-	KOIAIB_02280	610.0	3.7e-221	0.987	0.844	0.994	UniRef:UniRef50_P30235
contig_1	cds	2259719	2261410	-	KOIAIB_02281	862.0	4.5e-311	1.002	0.806	0.894	UniRef:UniRef50_P20966
contig_1	cds	2261427	2262365	-	KOIAIB_02282	527.0	1.2e-188	1.096	1.0	0.787	UniRef:UniRef50_A0A077NC40
contig_1	cds	2262365	2263495	-	KOIAIB_02283	561.0	1.0e-199	0.997	0.893	0.781	UniRef:UniRef50_P69811
contig_1	cds	2263863	2265044	+	KOIAIB_02284	689.0	5.5e-250	1.0	0.938	0.875	UniRef:UniRef50_P33027
contig_1	cds	2265041	2265295	-	KOIAIB_02285	101.0	5.7e-28	0.976	0.854	0.573	UniRef:UniRef50_A0A2K4X8F0
contig_1	cds	2265450	2266022	+	KOIAIB_02286	370.0	2.7e-130	1.0	0.805	0.979	UniRef:UniRef50_Q83KE6
contig_1	cds	2266245	2267711	+	KOIAIB_02287	602.0	5.7e-213	0.975	0.944	0.622	UniRef:UniRef50_E0SMJ7
contig_1	cds	2267829	2268815	+	KOIAIB_02288	535.0	1.2e-191	0.988	0.961	0.793	UniRef:UniRef50_A0A1S8YDL7
contig_1	cds	2268854	2269567	+	KOIAIB_02289	462.0	2.6e-165	0.996	0.864	1.0	UniRef:UniRef50_P76445
contig_1	cds	2269979	2270545	+	KOIAIB_02290	260.0	2.3e-87	1.0	0.913	0.691	UniRef:UniRef50_P0AFV4
contig_1	cds	2270726	2272282	+	KOIAIB_02291	622.0	1.3e-219	0.994	0.947	0.592	UniRef:UniRef50_P76446
contig_1	cds	2272364	2274178	+	KOIAIB_02292	827.0	5.2e-297	0.969	0.872	0.665	UniRef:UniRef50_P33913
contig_1	cds	2274179	2275273	+	KOIAIB_02293	553.0	9.6e-198	0.863	0.837	0.895	UniRef:UniRef50_A0A4U9D2T2
contig_1	cds	2275273	2276298	+	KOIAIB_02294	478.0	7.1e-168	0.994	0.860	0.667	UniRef:UniRef50_P33915
contig_1	cds	2276300	2277889	+	KOIAIB_02295	814.0	3.5e-297	0.807	1.0	0.995	UniRef:UniRef50_A0A377CBZ7
contig_1	cds	2277893	2278237	-	KOIAIB_02296	-	-	-	-	-	-
contig_1	cds	2278570	2279760	-	KOIAIB_02297	364.0	7.4e-122	0.965	0.884	0.505	UniRef:UniRef50_A0A6G9IF80
contig_1	cds	2279788	2280483	-	KOIAIB_02298	476.0	3.9e-171	1.0	0.862	1.0	UniRef:UniRef50_P0AA43
contig_1	cds	2280632	2282392	+	KOIAIB_02299	967.0	0.0	0.829	0.996	0.953	UniRef:UniRef50_A0A485C186
contig_1	ncRNA-region	2282470	2282495	+	-	47.0	1.9e-08	-	-	-	RFAM:RF03131
contig_1	cds	2282517	2282801	+	KOIAIB_02300	-	-	-	-	-	-
contig_1	cds	2282940	2283947	-	KOIAIB_02301	358.0	1.5e-121	0.991	0.943	0.563	UniRef:UniRef50_P33920
contig_1	cds	2284129	2284356	+	KOIAIB_02302	121.0	5.2e-36	1.0	0.862	0.840	UniRef:UniRef50_P0AD24
contig_1	cds	2284376	2286136	+	KOIAIB_02303	673.0	8.5e-238	1.034	1.007	0.564	UniRef:UniRef50_P0AD27
contig_1	tRNA	2286211	2286287	+	KOIAIB_02304	67.3	-	-	-	-	-
contig_1	cds	2286390	2288900	-	KOIAIB_02305	1481.0	0.0	1.0	0.960	0.999	UniRef:UniRef50_P33924
contig_1	cds	2289065	2290045	-	KOIAIB_02306	602.0	5.4e-217	1.294	1.0	0.763	UniRef:UniRef50_P76071
contig_1	cds	2290500	2291147	+	KOIAIB_02307	367.0	1.5e-128	1.0	0.824	0.884	UniRef:UniRef50_P31802
contig_1	cds	2291358	2292410	-	KOIAIB_02308	429.0	5.7e-150	0.831	0.993	0.735	UniRef:UniRef50_A0A564IXG3
contig_1	cds	2292407	2292964	-	KOIAIB_02309	237.0	1.6e-78	0.978	0.948	0.591	UniRef:UniRef50_A0A318G2B8
contig_1	cds	2292961	2294904	-	KOIAIB_02310	944.0	0.0	1.005	0.810	0.726	UniRef:UniRef50_P33927
contig_1	cds	2294901	2295380	-	KOIAIB_02311	268.0	4.8e-92	0.849	0.900	1.0	UniRef:UniRef50_A0A2X3JV19
contig_1	cds	2295377	2295586	-	KOIAIB_02312	98.2	4.9e-27	1.014	0.854	0.771	UniRef:UniRef50_P0ABM5
contig_1	cds	2295583	2296320	-	KOIAIB_02313	317.0	2.9e-109	0.992	1.253	0.667	UniRef:UniRef50_A0A379UYJ0
contig_1	cds	2296362	2297024	-	KOIAIB_02314	183.0	3.3e-56	0.932	0.858	0.517	UniRef:UniRef50_A0A836S8T1
contig_1	cds	2297021	2297638	-	KOIAIB_02315	264.0	3.7e-89	0.976	1.117	0.675	UniRef:UniRef50_A0A377D0T6
contig_1	cds	2297657	2298259	-	KOIAIB_02316	269.0	1.4e-90	0.960	0.901	0.620	UniRef:UniRef50_P44655
contig_1	cds	2298269	2298718	-	KOIAIB_02317	206.0	3.2e-67	1.114	0.965	0.590	UniRef:UniRef50_A0A0U3TGA1
contig_1	cds	2298715	2299578	-	KOIAIB_02318	320.0	6.7e-108	1.115	0.997	0.503	UniRef:UniRef50_P33934
contig_1	cds	2299565	2300260	-	KOIAIB_02319	383.0	1.9e-134	0.935	0.844	0.912	UniRef:UniRef50_C9QGG8
contig_1	cds	2300267	2302753	-	KOIAIB_02320	1230.0	0.0	1.0	0.808	0.704	UniRef:UniRef50_P33937
contig_1	cds	2302750	2303013	-	KOIAIB_02321	163.0	2.2e-52	0.977	0.833	1.0	UniRef:UniRef50_P0A9I5
contig_1	cds	2303003	2303497	-	KOIAIB_02322	257.0	1.3e-86	0.988	0.802	0.735	UniRef:UniRef50_P0AAL0
contig_1	cds	2303606	2303770	+	KOIAIB_02323	104.0	4.7e-30	0.907	0.875	0.959	UniRef:UniRef50_A0A9X0TW24
contig_1	cds	2303905	2304393	+	KOIAIB_02324	282.0	8.8e-97	1.019	0.882	0.855	UniRef:UniRef50_Q8ZNH4
contig_1	ncRNA	2304420	2304503	+	KOIAIB_02325	63.8	5.4e-09	-	-	-	RFAM:RF02564
contig_1	ncRNA	2304533	2304616	+	KOIAIB_02326	63.8	5.4e-09	-	-	-	RFAM:RF02564
contig_1	ncRNA	2304646	2304729	+	KOIAIB_02327	76.1	3.1e-11	-	-	-	RFAM:RF02564
