# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	2701590	2702414	-	OBDLAM_02717	349.0	5.9e-120	0.974	0.921	0.648	UniRef:UniRef50_P75948
contig_1	cds	2702395	2703036	-	OBDLAM_02718	215.0	1.0e-68	1.113	0.992	0.612	UniRef:UniRef50_P0AB38
contig_1	cds	2703050	2703427	-	OBDLAM_02719	179.0	1.7e-57	0.888	0.822	0.748	UniRef:UniRef50_V5TZW7
contig_1	cds	2703430	2703789	-	OBDLAM_02720	157.0	4.9e-49	0.933	0.874	0.658	UniRef:UniRef50_B2FR77
contig_1	cds	2704123	2706312	+	OBDLAM_02721	793.0	6.2e-280	0.999	0.944	0.533	UniRef:UniRef50_P16869
contig_1	cds	2706372	2707805	-	OBDLAM_02722	695.0	1.3e-251	1.0	1.255	0.797	UniRef:UniRef50_A0A379WW78
contig_1	cds	2708100	2708897	-	OBDLAM_02723	533.0	1.2e-192	1.0	0.930	1.0	UniRef:UniRef50_P0AFQ7
contig_1	cds	2708908	2709912	-	OBDLAM_02724	427.0	5.0e-149	1.003	0.980	0.630	UniRef:UniRef50_P28631
contig_1	cds	2709909	2710550	-	OBDLAM_02725	251.0	3.7e-83	0.981	0.882	0.627	UniRef:UniRef50_O69169
contig_1	cds	2710540	2711562	-	OBDLAM_02726	663.0	2.2e-241	0.997	0.876	0.988	UniRef:UniRef50_P28306
contig_1	cds	2711565	2712374	-	OBDLAM_02727	341.0	3.9e-117	1.0	0.993	0.628	UniRef:UniRef50_A0A085JD68
contig_1	cds	2712494	2713735	-	OBDLAM_02728	652.0	5.6e-236	0.855	0.981	0.946	UniRef:UniRef50_A0A379TCS4
contig_1	cds	2713823	2714059	-	OBDLAM_02729	108.0	6.5e-31	0.974	1.0	0.737	UniRef:UniRef50_Q24U44
contig_1	cds	2714270	2715004	-	OBDLAM_02730	298.0	3.8e-100	0.996	0.847	0.671	UniRef:UniRef50_P43713
contig_1	cds	2715017	2715946	-	OBDLAM_02731	478.0	6.5e-169	0.997	0.851	0.795	UniRef:UniRef50_P0AAI9
contig_1	cds	2715962	2716915	-	OBDLAM_02732	484.0	5.8e-172	1.0	0.952	0.770	UniRef:UniRef50_Q7VR18
contig_1	cds	2716983	2718023	-	OBDLAM_02733	591.0	6.0e-213	0.951	0.896	0.939	UniRef:UniRef50_A4W9A4
contig_1	cds	2718134	2718307	-	OBDLAM_02734	64.7	3.6e-14	0.982	0.848	0.554	UniRef:UniRef50_C7RBG1
contig_1	cds	2718359	2718880	-	OBDLAM_02735	218.0	2.3e-71	0.977	0.977	0.633	UniRef:UniRef50_A0A1H7VBN6
contig_1	ncRNA	2718917	2719085	-	OBDLAM_02736	210.6	3.6e-33	-	-	-	RFAM:RF00077
contig_1	cds	2719040	2719663	+	OBDLAM_02737	251.0	1.9e-83	0.966	0.893	0.660	UniRef:UniRef50_P0A729
contig_1	cds	2719775	2720734	-	OBDLAM_02738	495.0	3.5e-175	1.210	0.995	0.697	UniRef:UniRef50_P0AA39
contig_1	ncRNA-region	2720946	2721282	+	-	260.1	5.0e-35	-	-	-	RFAM:RF00040
contig_1	cds	2721307	2724492	+	OBDLAM_02739	1576.0	0.0	1.263	1.0	0.760	UniRef:UniRef50_P21513
contig_1	cds	2724688	2725641	-	OBDLAM_02740	352.0	2.8e-119	1.025	0.929	0.606	UniRef:UniRef50_A0A198GKK8
contig_1	cds	2725653	2727296	-	OBDLAM_02741	884.0	0.0	0.952	0.990	0.906	UniRef:UniRef50_A0A376TIC6
contig_1	cds	2727362	2728303	-	OBDLAM_02742	483.0	1.7e-172	0.802	0.984	0.984	UniRef:UniRef50_A0A376YEM1
contig_1	cds	2728303	2729400	-	OBDLAM_02743	392.0	5.1e-133	0.964	0.807	0.585	UniRef:UniRef50_P0A6S3
contig_1	cds	2729412	2730110	-	OBDLAM_02744	219.0	3.6e-70	0.991	0.943	0.522	UniRef:UniRef50_F7RW61
contig_1	cds	2730163	2730945	-	OBDLAM_02745	471.0	8.0e-168	1.192	1.0	0.826	UniRef:UniRef50_A0A2S5THT3
contig_1	cds	2731117	2731872	-	OBDLAM_02746	421.0	5.9e-149	0.984	0.915	0.887	UniRef:UniRef50_P75938
contig_1	cds	2731892	2733100	-	OBDLAM_02747	394.0	2.2e-133	1.062	1.009	0.543	UniRef:UniRef50_A0A2T7AJ89
contig_1	cds	2733125	2733820	-	OBDLAM_02748	361.0	2.8e-126	1.004	1.0	0.841	UniRef:UniRef50_P0A1I9
contig_1	cds	2733832	2734236	-	OBDLAM_02749	166.0	4.8e-52	1.007	0.938	0.667	UniRef:UniRef50_A0A653ZK36
contig_1	cds	2734240	2734656	-	OBDLAM_02750	225.0	5.3e-75	1.0	0.847	0.848	UniRef:UniRef50_P16437
contig_1	cds	2734811	2735470	+	OBDLAM_02751	370.0	2.6e-130	1.0	0.991	0.868	UniRef:UniRef50_H5V159
contig_1	cds	2735546	2735839	+	OBDLAM_02752	168.0	6.4e-54	0.979	0.864	0.989	UniRef:UniRef50_P0AEM4
contig_1	cds	2735844	2736260	+	OBDLAM_02753	199.0	9.8e-65	0.971	0.854	0.791	UniRef:UniRef50_P43533
contig_1	cds	2736300	2737835	-	OBDLAM_02754	834.0	9.4e-304	0.998	0.966	0.851	UniRef:UniRef50_A0A2P5SWZ1
contig_1	cds	2737945	2738868	-	OBDLAM_02755	578.0	5.7e-209	1.121	1.0	0.866	UniRef:UniRef50_P37168
contig_1	cds	2738870	2739517	-	OBDLAM_02756	295.0	2.0e-101	0.800	1.0	0.866	UniRef:UniRef50_A0A376P3Y8
contig_1	cds	2739528	2740112	-	OBDLAM_02757	335.0	6.0e-117	1.0	0.985	0.768	UniRef:UniRef50_A0A4V1BWR9
contig_1	cds	2740348	2741556	+	OBDLAM_02758	663.0	3.8e-239	0.958	0.839	0.852	UniRef:UniRef50_P69367
contig_1	cds	2741620	2742267	+	OBDLAM_02759	410.0	9.3e-146	0.944	0.839	0.995	UniRef:UniRef50_P0AC59
contig_1	cds	2742401	2742961	+	OBDLAM_02760	323.0	4.6e-112	1.0	0.819	0.866	UniRef:UniRef50_P0AB26
contig_1	ncRNA-region	2743017	2743066	+	-	68.8	3.1e-10	-	-	-	RFAM:RF02372
contig_1	cds	2743067	2744113	+	OBDLAM_02761	543.0	1.9e-194	0.997	0.989	0.735	UniRef:UniRef50_B1XWS5
contig_1	cds	2744187	2744432	+	OBDLAM_02762	140.0	1.7e-43	1.0	0.802	0.852	UniRef:UniRef50_A0A2B7LQV9
contig_1	cds	2744720	2744974	+	OBDLAM_02763	147.0	3.0e-46	1.012	1.0	0.859	UniRef:UniRef50_A0A0F0VBE9
contig_1	cds	2745089	2746207	+	OBDLAM_02764	582.0	1.4e-208	0.997	0.918	0.755	UniRef:UniRef50_P40874
contig_1	cds	2746255	2746368	+	OBDLAM_02765	58.2	3.6e-12	1.0	0.860	0.730	UniRef:UniRef50_A0A1B7HY31
contig_1	cds	2746629	2747195	+	OBDLAM_02766	251.0	1.3e-83	0.957	0.845	0.622	UniRef:UniRef50_P75925
contig_1	cds	2747199	2747774	+	OBDLAM_02767	275.0	3.8e-93	0.984	0.883	0.707	UniRef:UniRef50_P0A8X2
contig_1	cds	2747816	2748868	-	OBDLAM_02768	484.0	1.6e-169	1.0	0.805	0.654	UniRef:UniRef50_P24188
contig_1	cds	2749093	2750013	+	OBDLAM_02769	455.0	3.9e-160	1.0	0.869	0.676	UniRef:UniRef50_P0ACV0
contig_1	cds	2750185	2751411	+	OBDLAM_02770	684.0	2.4e-247	0.998	0.896	0.870	UniRef:UniRef50_P25744
contig_1	cds	2751494	2751868	+	OBDLAM_02771	154.0	1.3e-47	1.008	0.926	0.640	UniRef:UniRef50_H2IUX6
contig_1	cds	2751869	2752096	-	OBDLAM_02772	118.0	9.1e-35	1.0	0.843	0.613	UniRef:UniRef50_P0AB31
contig_1	ncRNA	2752195	2752237	+	OBDLAM_02773	48.0	2.3e-06	-	-	-	RFAM:RF02751
contig_1	cds	2752269	2754782	-	OBDLAM_02774	1207.0	0.0	0.941	0.901	0.760	UniRef:UniRef50_Q8FIS3
contig_1	cds	2754805	2756307	-	OBDLAM_02775	625.0	7.4e-221	0.978	0.872	0.609	UniRef:UniRef50_A0A4Q1HHQ1
contig_1	cds	2756734	2757891	+	OBDLAM_02776	606.0	1.6e-217	1.062	0.995	0.758	UniRef:UniRef50_P75920
contig_1	cds	2757899	2759380	-	OBDLAM_02777	985.0	0.0	1.0	0.859	0.998	UniRef:UniRef50_P75919
contig_1	cds	2759322	2759855	-	OBDLAM_02778	217.0	6.8e-71	0.994	0.921	0.642	UniRef:UniRef50_A0A0U5LMQ8
contig_1	cds	2759950	2760261	-	OBDLAM_02779	-	-	-	-	-	-
contig_1	cds	2760382	2760714	-	OBDLAM_02780	160.0	2.9e-50	0.955	0.827	0.762	UniRef:UniRef50_P0A1Z8
contig_1	cds	2760773	2761228	-	OBDLAM_02781	-	-	-	-	-	-
contig_1	cds	2761269	2761724	-	OBDLAM_02782	-	-	-	-	-	-
contig_1	ncRNA	2762332	2762423	+	OBDLAM_02783	119.8	2.7e-21	-	-	-	RFAM:RF02752
contig_1	cds	2762479	2763129	+	OBDLAM_02784	389.0	4.8e-137	0.968	0.829	0.919	UniRef:UniRef50_P52106
contig_1	cds	2763134	2763523	+	OBDLAM_02785	234.0	2.2e-79	0.876	0.911	1.0	UniRef:UniRef50_A0A447XZ73
contig_1	cds	2763548	2763964	+	OBDLAM_02786	199.0	3.3e-65	0.884	0.984	0.885	UniRef:UniRef50_UPI0022F130B0
contig_1	cds	2763991	2764824	+	OBDLAM_02787	538.0	1.4e-194	1.0	0.972	1.0	UniRef:UniRef50_A0A7M2V1P4
contig_1	cds	2764888	2765409	-	OBDLAM_02788	207.0	1.2e-67	0.873	1.127	0.702	UniRef:UniRef50_A0A8S0FXZ0
contig_1	cds	2765481	2766035	-	OBDLAM_02789	356.0	2.5e-125	1.185	1.0	0.835	UniRef:UniRef50_P75915
contig_1	cds	2766059	2766796	-	OBDLAM_02790	327.0	1.5e-111	0.996	0.827	0.648	UniRef:UniRef50_P75914
contig_1	cds	2766851	2767789	-	OBDLAM_02791	523.0	2.2e-188	0.843	1.0	0.981	UniRef:UniRef50_A0A927DWS3
contig_1	tRNA	2768023	2768110	+	OBDLAM_02792	76.9	-	-	-	-	-
contig_1	cds	2768665	2769651	-	OBDLAM_02793	624.0	8.0e-227	0.988	0.931	1.0	UniRef:UniRef50_P75910
contig_1	cds	2769648	2769971	-	OBDLAM_02794	-	-	-	-	-	-
contig_1	cds	2770057	2770356	+	OBDLAM_02795	162.0	7.9e-52	0.939	1.0	0.989	UniRef:UniRef50_A0A8I0T144
contig_1	cds	2770353	2771219	+	OBDLAM_02796	602.0	1.4e-219	1.0	0.950	0.997	UniRef:UniRef50_A0A2X7XDT5
contig_1	cds	2771260	2772618	-	OBDLAM_02797	806.0	3.6e-294	0.982	0.895	0.939	UniRef:UniRef50_P75908
contig_1	cds	2773205	2775628	+	OBDLAM_02798	1635.0	0.0	0.999	0.977	0.995	UniRef:UniRef50_P69434
contig_1	cds	2775637	2777655	+	OBDLAM_02799	1112.0	0.0	0.988	0.955	0.803	UniRef:UniRef50_P75906
contig_1	cds	2777648	2778973	+	OBDLAM_02800	590.0	3.1e-209	0.993	0.928	0.662	UniRef:UniRef50_Q5GVV5
contig_1	cds	2778975	2779388	+	OBDLAM_02801	-	-	-	-	-	-
contig_1	cds	2779438	2780502	-	OBDLAM_02802	679.0	5.3e-248	0.975	0.964	1.0	UniRef:UniRef50_P0A9K1
contig_1	ncRNA	2779443	2779636	+	OBDLAM_02803	189.2	9.7e-31	-	-	-	RFAM:RF02855
contig_1	cds	2780847	2782118	-	OBDLAM_02804	693.0	1.7e-252	0.813	0.994	0.991	UniRef:UniRef50_A0A2X1J1L9
contig_1	cds	2782124	2783251	-	OBDLAM_02805	412.0	7.3e-142	0.920	0.932	0.609	UniRef:UniRef50_A0A512J9S0
contig_1	cds	2783309	2784139	-	OBDLAM_02806	378.0	3.1e-131	0.967	0.934	0.704	UniRef:UniRef50_A0A376VKN6
contig_1	cds	2784682	2786190	-	OBDLAM_02807	775.0	5.5e-281	0.972	0.984	0.795	UniRef:UniRef50_A0A2X4URP0
contig_1	cds	2786613	2790575	+	OBDLAM_02808	1982.0	0.0	1.030	1.001	0.763	UniRef:UniRef50_L0NKD4
contig_1	cds	2790615	2791253	-	OBDLAM_02809	232.0	3.6e-75	0.967	0.801	0.527	UniRef:UniRef50_N2JGG2
contig_1	cds	2791541	2792632	+	OBDLAM_02810	535.0	9.3e-190	0.972	0.840	0.720	UniRef:UniRef50_P75898
contig_1	cds	2792629	2793324	+	OBDLAM_02811	292.0	1.5e-98	0.948	0.826	0.630	UniRef:UniRef50_A0A679K516
contig_1	cds	2793336	2793722	+	OBDLAM_02812	210.0	2.3e-69	1.0	0.831	0.766	UniRef:UniRef50_Q8XAU5
contig_1	cds	2793730	2794530	+	OBDLAM_02813	505.0	7.6e-182	1.068	1.0	0.905	UniRef:UniRef50_P75895
contig_1	cds	2794540	2795130	+	OBDLAM_02814	248.0	5.9e-82	0.980	0.817	0.604	UniRef:UniRef50_Q53009
contig_1	cds	2795141	2795635	+	OBDLAM_02815	194.0	3.3e-62	0.976	0.860	0.600	UniRef:UniRef50_A0A2W5T157
contig_1	cds	2795656	2796984	+	OBDLAM_02816	513.0	9.6e-179	0.973	0.862	0.630	UniRef:UniRef50_A0A3A8F193
contig_1	cds	2797241	2797414	-	OBDLAM_02817	-	-	-	-	-	-
contig_1	cds	2797787	2798383	+	OBDLAM_02818	304.0	3.6e-104	0.995	0.849	0.766	UniRef:UniRef50_Q2RXG7
contig_1	cds	2798404	2798631	+	OBDLAM_02819	131.0	2.6e-40	0.880	0.917	0.985	UniRef:UniRef50_A0A4P0XXM7
contig_1	cds	2798669	2799910	-	OBDLAM_02820	713.0	3.5e-259	1.0	0.956	0.833	UniRef:UniRef50_P19926
contig_1	cds	2800203	2801234	-	OBDLAM_02821	571.0	5.8e-204	1.090	0.835	0.778	UniRef:UniRef50_P36661
contig_1	cds	2801320	2801697	-	OBDLAM_02822	238.0	8.4e-81	0.984	0.837	0.943	UniRef:UniRef50_A0A899NDL5
contig_1	cds	2801769	2801984	+	OBDLAM_02823	121.0	2.5e-36	1.0	0.887	0.831	UniRef:UniRef50_B0LHG4
contig_1	cds	2802496	2803416	+	OBDLAM_02824	568.0	1.8e-205	1.0	1.0	0.912	UniRef:UniRef50_A8AI78
contig_1	cds	2803416	2803721	+	OBDLAM_02825	143.0	3.8e-44	0.990	0.943	0.700	UniRef:UniRef50_S3IMF7
contig_1	ncRNA	2803783	2803861	+	OBDLAM_02826	68.9	6.3e-10	-	-	-	RFAM:RF02564
contig_1	cds	2803873	2804472	-	OBDLAM_02827	234.0	5.8e-77	1.015	0.922	0.614	UniRef:UniRef50_P36662
contig_1	cds	2804469	2807015	-	OBDLAM_02828	1652.0	0.0	0.948	0.816	0.996	UniRef:UniRef50_P33225
contig_1	cds	2807015	2808187	-	OBDLAM_02829	553.0	4.1e-197	0.974	0.982	0.668	UniRef:UniRef50_A0A2C6DLY1
contig_1	cds	2808317	2809009	+	OBDLAM_02830	375.0	1.1e-131	0.996	0.920	0.817	UniRef:UniRef50_P38684
contig_1	cds	2808982	2810010	-	OBDLAM_02831	481.0	1.4e-170	0.944	1.019	0.824	UniRef:UniRef50_A0A376P3J4
contig_1	cds	2810138	2812837	+	OBDLAM_02832	1620.0	0.0	1.0	0.924	0.972	UniRef:UniRef50_P39453
contig_1	cds	2812909	2813982	+	OBDLAM_02833	524.0	4.4e-186	1.031	0.971	0.698	UniRef:UniRef50_P52636
contig_1	cds	2814031	2814204	-	OBDLAM_02834	75.1	2.8e-18	1.0	0.864	0.649	UniRef:UniRef50_P0AC92
contig_1	ncRNA-region	2814544	2814966	-	-	158.2	5.7e-18	-	-	-	RFAM:RF01766
contig_1	cds	2814598	2814810	-	OBDLAM_02835	116.0	3.8e-34	1.0	0.824	0.743	UniRef:UniRef50_A7ME79
contig_1	cds	2815096	2815308	+	OBDLAM_02836	124.0	1.2e-37	0.886	0.861	0.984	UniRef:UniRef50_P0A976
contig_1	cds	2815750	2816055	+	OBDLAM_02837	-	-	-	-	-	-
contig_1	cds	2816162	2816806	+	OBDLAM_02838	-	-	-	-	-	-
contig_1	cds	2816803	2817549	+	OBDLAM_02839	478.0	8.3e-172	0.992	0.932	0.963	UniRef:UniRef50_P75883
contig_1	cds	2817549	2819645	+	OBDLAM_02840	754.0	2.0e-266	1.001	0.991	0.536	UniRef:UniRef50_B2VKA7
contig_1	cds	2819691	2820830	+	OBDLAM_02841	483.0	2.0e-168	1.148	0.975	0.547	UniRef:UniRef50_P0A930
contig_1	cds	2820818	2821264	+	OBDLAM_02842	187.0	7.6e-60	0.986	0.869	0.616	UniRef:UniRef50_Q48451
contig_1	cds	2821284	2823464	+	OBDLAM_02843	1278.0	0.0	1.045	1.0	0.908	UniRef:UniRef50_P38134
contig_1	cds	2823579	2824877	-	OBDLAM_02844	807.0	6.4e-295	1.0	0.882	0.938	UniRef:UniRef50_P07102
contig_1	cds	2824957	2825049	-	OBDLAM_02845	57.4	4.2e-12	0.967	0.967	0.931	UniRef:UniRef50_Q32HS8
contig_1	cds	2825062	2826198	-	OBDLAM_02846	605.0	1.5e-217	1.024	1.0	0.780	UniRef:UniRef50_A0A344R1E1
contig_1	cds	2826210	2827754	-	OBDLAM_02847	592.0	1.1e-207	0.975	0.904	0.599	UniRef:UniRef50_P26459
contig_1	cds	2827888	2828745	-	OBDLAM_02848	432.0	1.2e-151	0.975	0.810	0.755	UniRef:UniRef50_P19932
contig_1	cds	2828742	2829140	-	OBDLAM_02849	199.0	6.3e-65	0.947	0.828	0.728	UniRef:UniRef50_P19931
contig_1	cds	2829137	2829724	-	OBDLAM_02850	320.0	1.1e-110	1.062	0.954	0.792	UniRef:UniRef50_P19930
contig_1	cds	2829721	2830428	-	OBDLAM_02851	431.0	1.3e-153	0.966	0.930	0.872	UniRef:UniRef50_A0A086XVW4
contig_1	cds	2830447	2832240	-	OBDLAM_02852	786.0	3.9e-282	1.003	0.998	0.618	UniRef:UniRef50_A0A711MED0
contig_1	cds	2832237	2833355	-	OBDLAM_02853	554.0	1.8e-197	0.925	0.854	0.727	UniRef:UniRef50_P31892
contig_1	tRNA	2833782	2833869	+	OBDLAM_02854	83.5	-	-	-	-	-
contig_1	cds	2834076	2834735	+	OBDLAM_02855	365.0	2.4e-127	0.977	0.808	0.921	UniRef:UniRef50_P0AAC6
contig_1	cds	2834826	2835155	+	OBDLAM_02856	175.0	2.4e-56	1.0	0.845	0.743	UniRef:UniRef50_Q2NU63
contig_1	cds	2835152	2835430	-	OBDLAM_02857	111.0	7.7e-32	1.0	1.0	0.598	UniRef:UniRef50_A0A376TIS7
contig_1	cds	2835540	2836715	+	OBDLAM_02858	737.0	1.2e-268	1.0	0.859	0.928	UniRef:UniRef50_P75876
contig_1	cds	2836773	2837090	+	OBDLAM_02859	159.0	2.0e-50	1.0	0.955	0.743	UniRef:UniRef50_Q7CHM0
contig_1	cds	2837135	2837548	-	OBDLAM_02860	205.0	6.4e-68	0.825	0.974	0.894	UniRef:UniRef50_A0A2J4PK94
contig_1	cds	2837721	2838383	+	OBDLAM_02861	329.0	4.0e-113	1.0	0.818	0.768	UniRef:UniRef50_P0A8X4
contig_1	cds	2838479	2838937	+	OBDLAM_02862	185.0	4.6e-59	0.993	0.915	0.556	UniRef:UniRef50_A0A411MHY8
contig_1	cds	2838969	2841023	-	OBDLAM_02863	929.0	0.0	1.0	0.932	0.671	UniRef:UniRef50_P15038
contig_1	cds	2841146	2841592	+	OBDLAM_02864	264.0	5.7e-90	1.0	0.822	0.892	UniRef:UniRef50_P0AB12
contig_1	cds	2841602	2843764	+	OBDLAM_02865	981.0	0.0	0.965	0.878	0.724	UniRef:UniRef50_P75870
contig_1	cds	2843727	2844356	-	OBDLAM_02866	396.0	2.3e-140	1.115	1.0	0.893	UniRef:UniRef50_P75869
contig_1	cds	2844575	2845084	+	OBDLAM_02867	244.0	2.2e-81	1.0	0.841	0.751	UniRef:UniRef50_A6T752
contig_1	cds	2845441	2846481	+	OBDLAM_02868	419.0	1.9e-145	1.014	0.992	0.590	UniRef:UniRef50_A0A451DAD6
contig_1	cds	2846557	2847009	-	OBDLAM_02869	200.0	1.2e-64	0.980	0.808	0.687	UniRef:UniRef50_P0A8N0
contig_1	cds	2847195	2848955	+	OBDLAM_02870	716.0	1.2e-254	1.002	0.961	0.613	UniRef:UniRef50_E0SHT3
contig_1	cds	2848916	2849542	+	OBDLAM_02871	421.0	2.3e-150	1.0	0.874	0.995	UniRef:UniRef50_P0A6Q3
contig_1	cds	2849612	2849779	-	OBDLAM_02872	-	-	-	-	-	-
contig_1	cds	2850035	2850598	-	OBDLAM_02873	199.0	3.0e-63	0.995	0.861	0.565	UniRef:UniRef50_H5UX00
contig_1	cds	2850595	2852235	-	OBDLAM_02874	676.0	7.2e-240	1.002	0.961	0.634	UniRef:UniRef50_A0A7S4LWD3
contig_1	cds	2852240	2853493	-	OBDLAM_02875	553.0	2.8e-195	0.981	0.876	0.672	UniRef:UniRef50_P0AFL9
contig_1	cds	2853623	2855530	-	OBDLAM_02876	1115.0	0.0	1.123	0.999	0.837	UniRef:UniRef50_P43672
contig_1	cds	2855542	2857650	-	OBDLAM_02877	1095.0	0.0	0.823	0.993	0.922	UniRef:UniRef50_A0A379WW56
contig_1	cds	2857894	2859003	+	OBDLAM_02878	647.0	4.5e-234	0.973	0.893	0.866	UniRef:UniRef50_P75863
contig_1	cds	2859000	2859542	-	OBDLAM_02879	370.0	4.1e-131	0.983	0.868	1.0	UniRef:UniRef50_P75862
contig_1	cds	2859716	2860726	-	OBDLAM_02880	672.0	2.9e-245	1.0	0.913	1.0	UniRef:UniRef50_P0A7E1
contig_1	ncRNA-region	2860721	2860794	-	-	98.0	3.8e-18	-	-	-	RFAM:RF02373
contig_1	cds	2860837	2861526	-	OBDLAM_02881	430.0	7.9e-153	1.114	0.941	0.882	UniRef:UniRef50_P40876
contig_1	cds	2861540	2862103	-	OBDLAM_02882	363.0	2.4e-128	1.0	1.0	0.989	UniRef:UniRef50_A0A0K3N108
contig_1	cds	2862063	2862605	-	OBDLAM_02883	295.0	1.8e-101	0.844	0.809	0.993	UniRef:UniRef50_P75859
contig_1	cds	2862617	2863687	-	OBDLAM_02884	686.0	2.1e-250	1.006	1.0	0.944	UniRef:UniRef50_P75858
contig_1	cds	2863678	2866278	-	OBDLAM_02885	1143.0	0.0	0.982	0.983	0.648	UniRef:UniRef50_C3TFX3
contig_1	cds	2866303	2867004	-	OBDLAM_02886	-	-	-	-	-	-
contig_1	cds	2867087	2867626	-	OBDLAM_02887	326.0	8.2e-114	0.989	0.932	0.994	UniRef:UniRef50_Q8X582
contig_1	cds	2867982	2868557	+	OBDLAM_02888	209.0	1.6e-67	0.942	0.909	0.633	UniRef:UniRef50_A0A3S5AWV4
contig_1	cds	2868550	2869509	+	OBDLAM_02889	343.0	2.4e-116	0.966	0.933	0.545	UniRef:UniRef50_W0LDR8
contig_1	cds	2869506	2870651	+	OBDLAM_02890	737.0	2.1e-268	0.990	0.800	0.984	UniRef:UniRef50_P80645
contig_1	cds	2870662	2871453	+	OBDLAM_02891	284.0	2.1e-95	0.806	0.981	0.656	UniRef:UniRef50_A0A3M5W878
contig_1	cds	2871450	2872217	+	OBDLAM_02892	276.0	5.9e-92	0.910	0.917	0.625	UniRef:UniRef50_K8X4Y8
contig_1	cds	2872260	2874872	-	OBDLAM_02893	1738.0	0.0	0.999	0.908	0.999	UniRef:UniRef50_P04825
contig_1	cds	2875138	2876340	+	OBDLAM_02894	474.0	4.2e-165	0.995	0.966	0.573	UniRef:UniRef50_P57442
contig_1	cds	2876509	2877909	+	OBDLAM_02895	729.0	8.5e-264	1.002	1.0	0.728	UniRef:UniRef50_B0JN99
contig_1	cds	2878512	2879600	+	OBDLAM_02896	513.0	2.3e-181	1.097	1.008	0.680	UniRef:UniRef50_P83079
contig_1	cds	2879785	2880975	+	OBDLAM_02897	521.0	2.2e-183	1.0	0.896	0.634	UniRef:UniRef50_P00509
contig_1	ncRNA	2881057	2881099	-	OBDLAM_02898	53.1	2.5e-07	-	-	-	RFAM:RF02751
contig_1	cds	2881197	2881844	-	OBDLAM_02899	337.0	8.8e-117	1.0	0.881	0.707	UniRef:UniRef50_A0A090V2C0
contig_1	cds	2881871	2882419	-	OBDLAM_02900	322.0	4.3e-112	1.0	0.915	0.835	UniRef:UniRef50_A0A2G0QAZ9
contig_1	cds	2882600	2884447	-	OBDLAM_02901	905.0	0.0	1.008	1.028	0.744	UniRef:UniRef50_I2BAM7
contig_1	cds	2884708	2889168	-	OBDLAM_02902	2297.0	0.0	0.946	0.925	0.888	UniRef:UniRef50_P22523
contig_1	cds	2889168	2889872	-	OBDLAM_02903	365.0	1.6e-128	0.808	0.990	0.995	UniRef:UniRef50_A0A7D8IUH1
contig_1	cds	2889853	2891175	-	OBDLAM_02904	684.0	4.0e-248	0.814	0.989	0.978	UniRef:UniRef50_A0A496N6Q3
contig_1	cds	2891172	2891957	-	OBDLAM_02905	448.0	1.8e-159	0.981	0.955	0.832	UniRef:UniRef50_A0A2V4E3C2
contig_1	cds	2892093	2892872	+	OBDLAM_02906	372.0	3.2e-130	0.815	0.995	0.886	UniRef:UniRef50_O32562
contig_1	cds	2892849	2893742	-	OBDLAM_02907	544.0	3.0e-196	0.886	0.843	0.992	UniRef:UniRef50_P0AB03
contig_1	cds	2893896	2894642	-	OBDLAM_02908	444.0	1.5e-157	1.0	0.805	0.883	UniRef:UniRef50_P04951
contig_1	cds	2894639	2894821	-	OBDLAM_02909	70.1	2.9e-16	0.883	0.815	0.547	UniRef:UniRef50_A0A1Y1SFL6
contig_1	cds	2894873	2896105	-	OBDLAM_02910	471.0	2.6e-163	0.978	0.911	0.574	UniRef:UniRef50_P75843
contig_1	cds	2896142	2897128	-	OBDLAM_02911	347.0	3.1e-117	1.009	0.965	0.535	UniRef:UniRef50_U3U6T9
contig_1	cds	2897125	2898873	-	OBDLAM_02912	884.0	0.0	0.878	0.975	0.910	UniRef:UniRef50_A0A377XU15
contig_1	cds	2898910	2901174	-	OBDLAM_02913	1459.0	0.0	1.245	1.0	0.791	UniRef:UniRef50_P37443
contig_1	cds	2901382	2901666	-	OBDLAM_02914	127.0	5.8e-38	0.968	0.820	0.659	UniRef:UniRef50_P57394
contig_1	cds	2901826	2903499	-	OBDLAM_02915	765.0	3.4e-274	0.944	0.854	0.749	UniRef:UniRef50_A0A1B8P219
contig_1	cds	2903610	2904293	-	OBDLAM_02916	373.0	1.9e-130	0.996	0.828	0.845	UniRef:UniRef50_P43893
contig_1	cds	2904466	2905230	-	OBDLAM_02917	275.0	8.5e-91	0.976	0.846	0.577	UniRef:UniRef50_P43674
contig_1	cds	2905399	2906682	-	OBDLAM_02918	679.0	2.5e-244	1.0	0.873	0.803	UniRef:UniRef50_P0A6D3
contig_1	cds	2906753	2907841	-	OBDLAM_02919	426.0	3.6e-147	0.989	0.909	0.592	UniRef:UniRef50_Q6ALW3
contig_1	cds	2908040	2908732	-	OBDLAM_02920	433.0	2.8e-154	1.109	1.0	0.894	UniRef:UniRef50_P75839
contig_1	cds	2908862	2910622	+	OBDLAM_02921	1127.0	0.0	1.0	0.872	0.947	UniRef:UniRef50_P75838
