# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	2863678	2866278	-	OBDLAM_02885		PapC-like C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_C3TFX3
contig_1	cds	2866303	2867004	-	OBDLAM_02886		hypothetical protein	PFAM:PF00345.26, PFAM:PF02753.23
contig_1	cds	2867087	2867626	-	OBDLAM_02887	elfA	Laminin-binding fimbrial subunit ElfA	SO:0001217, UniRef:UniRef50_Q8X582
contig_1	cds	2867982	2868557	+	OBDLAM_02888		FMN reductase (NADPH)	SO:0001217, UniRef:UniRef50_A0A3S5AWV4
contig_1	cds	2868550	2869509	+	OBDLAM_02889	ssuA	aliphatic sulfonate ABC transporter substrate-binding protein SsuA	BlastRules:WP_001244308, SO:0001217, UniRef:UniRef50_W0LDR8
contig_1	cds	2869506	2870651	+	OBDLAM_02890		Alkanesulfonate monooxygenase	SO:0001217, UniRef:UniRef50_P80645
contig_1	cds	2870662	2871453	+	OBDLAM_02891		ABC transmembrane type-1 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3M5W878
contig_1	cds	2871450	2872217	+	OBDLAM_02892		Aliphatic sulfonates transport ATP-binding subunit	SO:0001217, UniRef:UniRef50_K8X4Y8
contig_1	cds	2872260	2874872	-	OBDLAM_02893		Aminopeptidase N	SO:0001217, UniRef:UniRef50_P04825
contig_1	cds	2875138	2876340	+	OBDLAM_02894		Nicotinate phosphoribosyltransferase	SO:0001217, UniRef:UniRef50_P57442
contig_1	cds	2876509	2877909	+	OBDLAM_02895		Asparagine--tRNA ligase	SO:0001217, UniRef:UniRef50_B0JN99
contig_1	cds	2878512	2879600	+	OBDLAM_02896		Outer membrane protein	SO:0001217, UniRef:UniRef50_P83079
contig_1	cds	2879785	2880975	+	OBDLAM_02897	aspC	aspartate transaminase	BlastRules:WP_000462687, EC:2.6.1.1, SO:0001217, UniRef:UniRef50_P00509
contig_1	ncRNA	2881057	2881099	-	OBDLAM_02898	ES036	ES036 (CssrF) sRNA	RFAM:RF02751, SO:0000655
contig_1	cds	2881197	2881844	-	OBDLAM_02899	gloC	hydroxyacylglutathione hydrolase GloC	BlastRules:WP_001109486, EC:3.1.2.6, SO:0001217, UniRef:UniRef50_A0A090V2C0
contig_1	cds	2881871	2882419	-	OBDLAM_02900		DUF882 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2G0QAZ9
contig_1	cds	2882600	2884447	-	OBDLAM_02901		Putative peptidoglycan binding domain protein	SO:0001217, UniRef:UniRef50_I2BAM7
contig_1	cds	2884708	2889168	-	OBDLAM_02902	mukB	Chromosome partition protein MukB	SO:0001217, UniRef:UniRef50_P22523
contig_1	cds	2889168	2889872	-	OBDLAM_02903		Condesin subunit E	SO:0001217, UniRef:UniRef50_A0A7D8IUH1
contig_1	cds	2889853	2891175	-	OBDLAM_02904	mukF	Chromosome partition protein MukF	SO:0001217, UniRef:UniRef50_A0A496N6Q3
contig_1	cds	2891172	2891957	-	OBDLAM_02905		tRNA 5-carboxymethoxyuridine methyltransferase	SO:0001217, UniRef:UniRef50_A0A2V4E3C2
contig_1	cds	2892093	2892872	+	OBDLAM_02906		DUF218 domain-containing protein	SO:0001217, UniRef:UniRef50_O32562
contig_1	cds	2892849	2893742	-	OBDLAM_02907	ycbJ	Uncharacterized protein YcbJ	SO:0001217, UniRef:UniRef50_P0AB03
contig_1	cds	2893896	2894642	-	OBDLAM_02908		3-deoxy-manno-octulosonate cytidylyltransferase	SO:0001217, UniRef:UniRef50_P04951
contig_1	cds	2894639	2894821	-	OBDLAM_02909		UPF0434 protein ATO7_01185	SO:0001217, UniRef:UniRef50_A0A1Y1SFL6
contig_1	cds	2894873	2896105	-	OBDLAM_02910	ycaQ	Uncharacterized protein YcaQ	SO:0001217, UniRef:UniRef50_P75843
contig_1	cds	2896142	2897128	-	OBDLAM_02911		Tetraacyldisaccharide 4'-kinase	SO:0001217, UniRef:UniRef50_U3U6T9
contig_1	cds	2897125	2898873	-	OBDLAM_02912	msbA	Lipid A export ATP-binding/permease MsbA	SO:0001217, UniRef:UniRef50_A0A377XU15
contig_1	cds	2898910	2901174	-	OBDLAM_02913	ycaI	Uncharacterized protein YcaI	SO:0001217, UniRef:UniRef50_P37443
contig_1	cds	2901382	2901666	-	OBDLAM_02914		Integration host factor subunit beta	SO:0001217, UniRef:UniRef50_P57394
contig_1	cds	2901826	2903499	-	OBDLAM_02915		30S ribosomal protein S1	SO:0001217, UniRef:UniRef50_A0A1B8P219
contig_1	cds	2903610	2904293	-	OBDLAM_02916		Cytidylate kinase 2	SO:0001217, UniRef:UniRef50_P43893
contig_1	cds	2904466	2905230	-	OBDLAM_02917	ycaL	metallopeptidase YcaL	BlastRules:WP_001350496, SO:0001217, UniRef:UniRef50_P43674
contig_1	cds	2905399	2906682	-	OBDLAM_02918		3-phosphoshikimate 1-carboxyvinyltransferase	SO:0001217, UniRef:UniRef50_P0A6D3
contig_1	cds	2906753	2907841	-	OBDLAM_02919		Phosphoserine aminotransferase	SO:0001217, UniRef:UniRef50_Q6ALW3
contig_1	cds	2908040	2908732	-	OBDLAM_02920	ycaP	UPF0702 transmembrane protein YcaP	SO:0001217, UniRef:UniRef50_P75839
contig_1	cds	2908862	2910622	+	OBDLAM_02921	ycaO	Ribosomal protein S12 methylthiotransferase accessory factor YcaO	SO:0001217, UniRef:UniRef50_P75838
contig_1	cds	2911028	2911885	+	OBDLAM_02922	focA	Formate transporter FocA	SO:0001217, UniRef:UniRef50_A0A1V4B3H6
contig_1	cds	2911940	2914222	+	OBDLAM_02923		Formate acetyltransferase 1	SO:0001217, UniRef:UniRef50_P09373
contig_1	cds	2914414	2915154	+	OBDLAM_02924		Pyruvate formate-lyase 1-activating enzyme	SO:0001217, UniRef:UniRef50_P0A9N4
contig_1	cds	2915236	2915826	-	OBDLAM_02925		NAD(P)H oxidoreductase	SO:0001217, UniRef:UniRef50_A0A8A4K9C5
contig_1	cds	2915926	2916834	+	OBDLAM_02926	ycaN	Uncharacterized HTH-type transcriptional regulator YcaN	SO:0001217, UniRef:UniRef50_P75836
contig_1	cds	2916835	2918265	-	OBDLAM_02927	acaP	Aspartate/glutamate permease AcaP	SO:0001217, UniRef:UniRef50_A2RL65
contig_1	cds	2918475	2919623	-	OBDLAM_02928	ycaD	Uncharacterized MFS-type transporter YcaD	SO:0001217, UniRef:UniRef50_P21503
contig_1	cds	2919937	2920563	+	OBDLAM_02929	ycaC	Hydrolase YcaC	SO:0001217, UniRef:UniRef50_A0A5E6SKV3
contig_1	cds	2920598	2921461	-	OBDLAM_02930	dmsC	dimethyl sulfoxide reductase anchor subunit DmsC	BlastRules:WP_000534637, EC:1.8.5.3, SO:0001217, UniRef:UniRef50_P18777
contig_1	cds	2921463	2922080	-	OBDLAM_02931		Anaerobic dimethyl sulfoxide reductase chain B	SO:0001217, UniRef:UniRef50_P45003
contig_1	cds	2922091	2924535	-	OBDLAM_02932	dmsA	Dimethyl sulfoxide reductase DmsA	SO:0001217, UniRef:UniRef50_P18775
contig_1	ncRNA	2924626	2924760	+	OBDLAM_02933	STnc130	Enterobacteria sRNA STnc130	RFAM:RF02084, SO:0000655
contig_1	cds	2924774	2926066	-	OBDLAM_02934		Serine--tRNA ligase	SO:0001217, UniRef:UniRef50_Q7MLV2
contig_1	cds	2926157	2927500	-	OBDLAM_02935	rarA	replication-associated recombination protein RarA	BlastRules:WP_000067755, SO:0001217, UniRef:UniRef50_P0AAZ4
contig_1	cds	2927511	2928122	-	OBDLAM_02936		Outer-membrane lipoprotein carrier protein	SO:0001217, UniRef:UniRef50_P61316
contig_1	cds	2928281	2932270	-	OBDLAM_02937	ftsK	DNA translocase FtsK	BlastRules:WP_001542260, SO:0001217, UniRef:UniRef50_Q8X5H9
contig_1	cds	2932405	2932899	-	OBDLAM_02938		Leucine-responsive regulatory protein	SO:0001217, UniRef:UniRef50_A0A379SX48
contig_1	cds	2933444	2934409	+	OBDLAM_02939		Thioredoxin reductase	SO:0001217, UniRef:UniRef50_P43788
contig_1	cds	2934532	2936298	+	OBDLAM_02940		ABC transmembrane type-1 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A919HU54
contig_1	cds	2936299	2938020	+	OBDLAM_02941		ABC-type xenobiotic transporter	SO:0001217, UniRef:UniRef50_A0A246NLP7
contig_1	cds	2938062	2938766	+	OBDLAM_02942		Leucyl/phenylalanyl-tRNA--protein transferase	SO:0001217, UniRef:UniRef50_A0A2X3K279
contig_1	cds	2939051	2939269	+	OBDLAM_02943		Translation initiation factor IF-1	SO:0001217, UniRef:UniRef50_Q87ZS2
contig_1	tRNA	2939523	2939610	+	OBDLAM_02944	trnS	tRNA-Ser(gga)	SO:0000269
contig_1	cds	2939760	2940410	-	OBDLAM_02945		DUF4942 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0B1N8C4
contig_1	cds	2940407	2940604	-	OBDLAM_02946		hypothetical protein	
contig_1	cds	2940900	2941388	-	OBDLAM_02947		Aec77	SO:0001217, UniRef:UniRef50_A0A3W2RZS1
contig_1	cds	2941385	2941768	-	OBDLAM_02948		Toxin	SO:0001217, UniRef:UniRef50_W0S379
contig_1	cds	2941849	2942229	-	OBDLAM_02949		Antitoxin	SO:0001217, UniRef:UniRef50_A0A024L801
contig_1	cds	2942240	2942923	-	OBDLAM_02950		Antitoxin of toxin-antitoxin stability system	SO:0001217, UniRef:UniRef50_B6JA99
contig_1	cds	2942942	2943163	-	OBDLAM_02951	ykfH	Uncharacterized protein YkfH	SO:0001217, UniRef:UniRef50_Q9XB42
contig_1	cds	2943226	2943702	-	OBDLAM_02952		MPN domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6N6WNI2
contig_1	cds	2943718	2944203	-	OBDLAM_02953		Antirestriction protein	SO:0001217, UniRef:UniRef50_S4YSM7
contig_1	cds	2944295	2945116	-	OBDLAM_02954		DUF945 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A244EIE8
contig_1	cds	2945526	2945981	-	OBDLAM_02955		Aec69	SO:0001217, UniRef:UniRef50_A0A0K4ME89
contig_1	cds	2946057	2948573	-	OBDLAM_02956	yeeR	Membrane protein, yeeR	SO:0001217, UniRef:UniRef50_Q5K5S7
contig_1	cds	2948694	2951540	-	OBDLAM_02957		CP4-44 prophage antigen 43 (Ag43)phase-variable biofilm formation autotransporter	SO:0001217, UniRef:UniRef50_A0A376X5Q6
contig_1	cds	2951912	2952784	-	OBDLAM_02958		G domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0H2V1W7
contig_1	cds	2953152	2953847	-	OBDLAM_02959		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A1M2FYU5
contig_1	cds	2953850	2954356	-	OBDLAM_02960		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A1M2FZ12
contig_1	cds	2954353	2955183	-	OBDLAM_02961		Chromosome partitioning ATPase	SO:0001217, UniRef:UniRef50_A0A6D2GF01
contig_1	cds	2955984	2956286	+	OBDLAM_02962		hypothetical protein	
contig_1	cds	2956499	2956744	+	OBDLAM_02963		hypothetical protein	PFAM:PF24718.1
contig_1	cds	2956784	2959222	+	OBDLAM_02964		site-specific DNA-methyltransferase (adenine-specific)	SO:0001217, UniRef:UniRef50_A0A4S4BBS2
contig_1	cds	2959222	2960577	+	OBDLAM_02965		restriction endonuclease subunit S	SO:0001217, UniRef:UniRef50_UPI0010E8004C
contig_1	cds	2960590	2961246	+	OBDLAM_02966	darT	DarT domain-containing protein	SO:0001217, UniRef:UniRef50_D5C184
contig_1	cds	2961243	2962310	+	OBDLAM_02967		DNA ADP-ribosyl glycohydrolase	SO:0001217, UniRef:UniRef50_B7UP19
contig_1	cds	2962329	2965424	+	OBDLAM_02968		Type I restriction enzyme endonuclease subunit	SO:0001217, UniRef:UniRef50_A0A2Z6UP11
contig_1	cds	2965424	2966140	+	OBDLAM_02969		YgjP-like metallopeptidase domain-containing protein	SO:0001217, UniRef:UniRef50_M5DWC1
contig_1	cds	2966620	2967099	+	OBDLAM_02970	orfB	IS600 orfB	SO:0001217, UniRef:UniRef50_A0A0H2VW95
contig_1	cds	2967343	2968641	-	OBDLAM_02971		C4-dicarboxylate transporter	SO:0001217, UniRef:UniRef50_A0A249A2W8
contig_1	cds	2968707	2969426	-	OBDLAM_02972		Aspartate racemase	SO:0001217, UniRef:UniRef50_A0A1B7JPD5
contig_1	cds	2969777	2970715	+	OBDLAM_02973		HTH lysR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0J1LXE1
contig_1	cds	2970833	2971291	-	OBDLAM_02974		Transposase IS200-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0H2V3X5
contig_1	cds	2971371	2971898	+	OBDLAM_02975		hypothetical protein	PFAM:PF00437.27
contig_1	cds	2972020	2973165	-	OBDLAM_02976	blaCMY-2	extended-spectrum class C beta-lactamase CMY-2	NCBIProtein:WP_000976514.1, SO:0001217, UniRef:UniRef50_P05364
contig_1	cds	2973386	2973508	-	OBDLAM_02977		hypothetical protein	
contig_1	cds	2973489	2974751	-	OBDLAM_02978	tnp	IS1380 family ISEc9 transposase	IS:ISEc9, SO:0001217, UniRef:UniRef50_Q6SJ63
contig_1	cds	2975017	2976345	-	OBDLAM_02979	tnp	IS4 family IS4 transposase	IS:IS4, SO:0001217, UniRef:UniRef50_P03835
contig_1	ncRNA	2976453	2976667	-	OBDLAM_02980	STnc100	Gammaproteobacterial sRNA STnc100	RFAM:RF02076, SO:0000655
contig_1	cds	2977139	2977918	-	OBDLAM_02981	istB	IS21-like element IS100kyp family helper ATPase IstB	BlastRules:WP_001667685, SO:0001217, UniRef:UniRef50_Q56968
contig_1	cds	2977918	2978382	-	OBDLAM_02982		hypothetical protein	
contig_1	cds	2978398	2978940	-	OBDLAM_02983		hypothetical protein	PFAM:PF00665.32, PFAM:PF02796.21, PFAM:PF13384.12, PFAM:PF13412.12, PFAM:PF13936.12
contig_1	tRNA	2979126	2979194	-	OBDLAM_02984	trnI	(pseudo) tRNA-Ile2(cat)	SO:0000263
contig_1	cds	2979651	2981189	-	OBDLAM_02985	tnp	IS66 family ISEc8 transposase	IS:ISEc8, SO:0001217, UniRef:UniRef50_A0A7U9IY36
contig_1	cds	2981239	2981586	-	OBDLAM_02986	tnpB	IS66 family insertion sequence element accessory protein TnpB	SO:0001217, UniRef:UniRef50_Q3YYX2
contig_1	cds	2981583	2981963	-	OBDLAM_02987		Transposase	SO:0001217, UniRef:UniRef50_A0AAN5ZLX6
contig_1	cds	2982418	2983431	-	OBDLAM_02988		DUF4432 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A485BCZ6
contig_1	cds	2983443	2984759	-	OBDLAM_02989		Major facilitator superfamily protein	SO:0001217, UniRef:UniRef50_A0A8S0G4S3
contig_1	cds	2984787	2985707	-	OBDLAM_02990		Deoxyribokinase	SO:0001217, UniRef:UniRef50_A0A174AFF4
contig_1	cds	2986013	2986795	+	OBDLAM_02991		Transcriptional regulator	SO:0001217, UniRef:UniRef50_Q67FX0
contig_1	cds	2987508	2988413	-	OBDLAM_02992	tnp	IS3 family IS2 transposase ORF B	IS:IS2, SO:0001217, UniRef:UniRef50_A0A2X1MJJ5
contig_1	cds	2988371	2988736	-	OBDLAM_02993	tnp	IS3 family IS2 transposase ORF A	IS:IS2, SO:0001217, UniRef:UniRef50_A0A486FD00
contig_1	cds	2989243	2989974	+	OBDLAM_02994		Galactarate dehydratase	SO:0001217, UniRef:UniRef50_A0A659SIN6
contig_1	cds	2990056	2990493	+	OBDLAM_02995		D-galactarate/Altronate dehydratase C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0R1QMV9
contig_1	cds	2990556	2991380	-	OBDLAM_02996	agaR	aga operon transcriptional regulator AgaR	BlastRules:WP_000072187, SO:0001217, UniRef:UniRef50_P0ACK2
contig_1	cds	2991629	2991967	+	OBDLAM_02997		Tagatose 1,6-bisphosphate aldolase	SO:0001217, UniRef:UniRef50_A0A7G2INB2
contig_1	cds	2992081	2993652	+	OBDLAM_02998		PTS Glc IICB	SO:0001217, UniRef:UniRef50_A0A0F4LFI3
contig_1	cds	2993664	2994839	+	OBDLAM_02999		cysteine-S-conjugate beta-lyase	SO:0001217, UniRef:UniRef50_A0A2G5AFZ0
contig_1	cds	2994853	2996742	+	OBDLAM_03000		Putative exported alpha-N-acetylgalactosaminidase	SO:0001217, UniRef:UniRef50_A0A085GKJ0
contig_1	cds	2996911	2997162	-	OBDLAM_03001		hypothetical protein	
contig_1	cds	2997222	2998658	-	OBDLAM_03002	marR	MarR family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A6P1UUI8
contig_1	cds	2998655	3003613	-	OBDLAM_03003		ATP-dependent RecD-like DNA helicase	SO:0001217, UniRef:UniRef50_A0A1W6K658
contig_1	cds	3004288	3004851	-	OBDLAM_03004		inovirus-type Gp2 protein	SO:0001217, UniRef:UniRef50_UPI0012FFC20E
contig_1	cds	3005672	3007105	-	OBDLAM_03005		DUF3987 domain-containing protein	SO:0001217, UniRef:UniRef50_Q1RDI6
contig_1	cds	3009174	3010991	+	OBDLAM_03006		DUF4209 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A8E2GS19
contig_1	cds	3011178	3012380	-	OBDLAM_03007		Integrase	SO:0001217, UniRef:UniRef50_A0A2S5FG51
contig_1	cds	3012898	3015174	-	OBDLAM_03008	clpA	ATP-dependent Clp protease ATP-binding subunit ClpA	SO:0001217, UniRef:UniRef50_P0ABH9
contig_1	cds	3015205	3015525	-	OBDLAM_03009	clpS	ATP-dependent Clp protease adapter protein ClpS	SO:0001217, UniRef:UniRef50_B5XYB2
contig_1	cds	3015848	3016072	+	OBDLAM_03010	cspD	Cold shock-like protein CspD	SO:0001217, UniRef:UniRef50_E0SMW7
contig_1	cds	3016145	3018091	-	OBDLAM_03011		ABC transporter, ATP-binding protein	SO:0001217, UniRef:UniRef50_D4E8G0
contig_1	cds	3018088	3019203	-	OBDLAM_03012	macA	Macrolide export protein MacA	SO:0001217, UniRef:UniRef50_P75830
contig_1	cds	3019318	3020310	+	OBDLAM_03013	ybjX	Uncharacterized protein YbjX	SO:0001217, UniRef:UniRef50_P75829
contig_1	cds	3020307	3021965	-	OBDLAM_03014	ybjD	Uncharacterized protein YbjD	SO:0001217, UniRef:UniRef50_P75828
contig_1	cds	3022391	3023086	+	OBDLAM_03015		Aquaporin Z	SO:0001217, UniRef:UniRef50_A0A919HVC5
contig_1	cds	3023581	3024480	+	OBDLAM_03016	lysO	L-lysine exporter LysO	BlastRules:WP_000491142, SO:0001217, UniRef:UniRef50_A0A443VF55
contig_1	cds	3024624	3026276	+	OBDLAM_03017		Hydroxylamine reductase	SO:0001217, UniRef:UniRef50_P75825
contig_1	cds	3026288	3027256	+	OBDLAM_03018		Hybrid-cluster NAD(P)-dependent oxidoreductase	SO:0001217, UniRef:UniRef50_A0A264VUZ4
contig_1	cds	3027389	3029107	+	OBDLAM_03019		Pyruvate dehydrogenase [ubiquinone]	SO:0001217, UniRef:UniRef50_A0A1T4Z4C8
contig_1	cds	3029144	3030145	+	OBDLAM_03020		Low specificity L-threonine aldolase	SO:0001217, UniRef:UniRef50_P75823
contig_1	cds	3030156	3031586	+	OBDLAM_03021		NAD(P)-binding domain-containing protein	SO:0001217, UniRef:UniRef50_Q1RE56
contig_1	cds	3031685	3032698	+	OBDLAM_03022		3-beta-hydroxysteroid dehydrogenase	SO:0001217, UniRef:UniRef50_P0DX23
contig_1	cds	3032695	3033525	-	OBDLAM_03023	amiD	N-acetylmuramoyl-L-alanine amidase AmiD	BlastRules:WP_001252135, EC:3.5.1.28, SO:0001217, UniRef:UniRef50_E0SMW1
contig_1	cds	3033522	3033845	-	OBDLAM_03024		UPF0145 protein Dda3937_02372	SO:0001217, UniRef:UniRef50_E0SMW0
contig_1	cds	3033971	3034486	+	OBDLAM_03025		hypothetical protein	PFAM:PF12883.13
contig_1	cds	3034704	3035432	+	OBDLAM_03026	artP	Arginine transport ATP-binding protein ArtP	SO:0001217, UniRef:UniRef50_A0AA41XYP2
contig_1	cds	3035450	3036181	+	OBDLAM_03027		Putative ABC transporter arginine-binding protein 2	SO:0001217, UniRef:UniRef50_P30859
contig_1	cds	3036188	3036904	+	OBDLAM_03028		Arginine ABC transporter permease component	SO:0001217, UniRef:UniRef50_Q2NU06
contig_1	cds	3036904	3037572	+	OBDLAM_03029	artM	Arginine ABC transporter permease protein ArtM	SO:0001217, UniRef:UniRef50_P0AE30
contig_1	ncRNA	3037606	3037686	-	OBDLAM_03030	naRNA4	Nucleoid-associated noncoding RNA 4 (CssrE)	RFAM:RF02564, SO:0000655
contig_1	cds	3037863	3038594	+	OBDLAM_03031	artJ	ABC transporter substrate-binding protein ArtJ	BlastRules:WP_001295339, SO:0001217, UniRef:UniRef50_A0A264VXK4
contig_1	ncRNA	3038666	3038708	-	OBDLAM_03032	ES036	ES036 (CssrF) sRNA	RFAM:RF02751, SO:0000655
contig_1	cds	3038793	3039920	-	OBDLAM_03033	rlmC	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC	SO:0001217, UniRef:UniRef50_P75817
contig_1	cds	3039961	3040449	-	OBDLAM_03034		Putative membrane protein	SO:0001217, UniRef:UniRef50_A0A379SGI0
contig_1	cds	3040509	3041354	-	OBDLAM_03035		Putrescine ABC transporter membrane protein	SO:0001217, UniRef:UniRef50_A0A0A8VHL7
contig_1	cds	3041351	3042304	-	OBDLAM_03036	potH	Putrescine transport system permease protein PotH	SO:0001217, UniRef:UniRef50_P31135
contig_1	cds	3042314	3043447	-	OBDLAM_03037	potG	Putrescine transport ATP-binding protein PotG	SO:0001217, UniRef:UniRef50_P31134
contig_1	cds	3043542	3044654	-	OBDLAM_03038		Putrescine-binding periplasmic protein	SO:0001217, UniRef:UniRef50_F2JWZ2
contig_1	cds	3045005	3045481	-	OBDLAM_03039	ybjN	Uncharacterized protein YbjN	SO:0001217, UniRef:UniRef50_P0AAY6
contig_1	cds	3045569	3046471	-	OBDLAM_03040		Ribosomal protein bS6--L-glutamate ligase	SO:0001217, UniRef:UniRef50_A0A379WXG9
contig_1	cds	3046532	3047254	-	OBDLAM_03041	nfsA	nitroreductase NfsA	BlastRules:WP_000189159, BlastRules:WP_012068493, EC:1.5.1.38, SO:0001217, UniRef:UniRef50_Q9Z5Z2
contig_1	cds	3047238	3047525	-	OBDLAM_03042		DUF1418 domain-containing protein	SO:0001217, UniRef:UniRef50_L0M4U6
contig_1	cds	3047685	3047942	+	OBDLAM_03043	grxA	glutaredoxin 1	BlastRules:WP_001195240, SO:0001217, UniRef:UniRef50_A0A0U5L3Y1
contig_1	cds	3047972	3048349	-	OBDLAM_03044	ybjM	Inner membrane protein YbjM	SO:0001217, UniRef:UniRef50_H5UX85
contig_1	cds	3048619	3050304	+	OBDLAM_03045	ybjL	Putative transport protein YbjL	SO:0001217, UniRef:UniRef50_P60869
contig_1	ncRNA	3050384	3050462	+	OBDLAM_03046	rybB	RybB RNA	RFAM:RF00110, SO:0000655
contig_1	cds	3050479	3051015	-	OBDLAM_03047	rcdA	DNA-binding transcriptional regulator RcdA	BlastRules:WP_001295289, SO:0001217, UniRef:UniRef50_A0A377AVE6
contig_1	cds	3051180	3052307	+	OBDLAM_03048		Major facilitator superfamily (MFS) profile domain-containing protein	SO:0001217, UniRef:UniRef50_N2IMP2
contig_1	cds	3052307	3052879	+	OBDLAM_03049		Sugar-phosphatase	SO:0001217, UniRef:UniRef50_A0A5R1YY00
contig_1	cds	3052814	3053191	-	OBDLAM_03050		IS1 transposase	SO:0001217, UniRef:UniRef50_A0A899NDL5
contig_1	cds	3053236	3053511	-	OBDLAM_03051	tnp	IS1 family IS1A transposase ORF A	IS:IS1A, SO:0001217, UniRef:UniRef50_P19763
contig_1	cds	3053600	3053899	+	OBDLAM_03052		hypothetical protein	PFAM:PF00702.32, PFAM:PF08282.18
contig_1	cds	3053991	3054269	+	OBDLAM_03053	ybjH	Uncharacterized protein YbjH	SO:0001217, UniRef:UniRef50_P0AAY4
contig_1	cds	3054310	3055542	-	OBDLAM_03054	mdfA	multidrug efflux MFS transporter MdfA	BlastRules:WP_116923934, SO:0001217, UniRef:UniRef50_A0A1B3EZB9
contig_1	cds	3055827	3056423	+	OBDLAM_03055		undecaprenyl-diphosphate phosphatase	SO:0001217, UniRef:UniRef50_A0A1S1HX87
contig_1	cds	3056481	3057239	+	OBDLAM_03056		Deoxyribose operon repressor	SO:0001217, UniRef:UniRef50_A0A377ZBL2
contig_1	cds	3057286	3058488	-	OBDLAM_03057		serine-type D-Ala-D-Ala carboxypeptidase	SO:0001217, UniRef:UniRef50_A0A454CT89
contig_1	cds	3058735	3059361	+	OBDLAM_03058	gstB	glutathione S-transferase GstB	BlastRules:WP_001295292, EC:2.5.1.18, SO:0001217, UniRef:UniRef50_A0A0M7GX35
contig_1	cds	3059358	3060473	-	OBDLAM_03059	yliI	aldose sugar dehydrogenase YliI	BlastRules:WP_000555031, EC:1.1.5.-, SO:0001217, UniRef:UniRef50_A0A379SIX4
contig_1	cds	3060584	3060967	-	OBDLAM_03060	bssR	Biofilm regulator BssR	SO:0001217, UniRef:UniRef50_P0AAY1
contig_1	cds	3061180	3062505	+	OBDLAM_03061	rimO	Ribosomal protein uS12 methylthiotransferase RimO	SO:0001217, UniRef:UniRef50_P0AEI4
contig_1	cds	3062552	3063880	-	OBDLAM_03062	dgcI	putative diguanylate cyclase DgcI	SO:0001217, UniRef:UniRef50_P75801
contig_1	cds	3063888	3066236	-	OBDLAM_03063	pdeI	putative cyclic di-GMP phosphodiesterase PdeI	SO:0001217, UniRef:UniRef50_P75800
contig_1	cds	3066414	3067325	-	OBDLAM_03064	gsiD	Glutathione transport system permease protein GsiD	SO:0001217, UniRef:UniRef50_A0A377TP34
contig_1	cds	3067328	3068248	-	OBDLAM_03065	gsiC	Glutathione transport system permease protein GsiC	SO:0001217, UniRef:UniRef50_P75798
contig_1	cds	3068266	3069804	-	OBDLAM_03066	gsiB	Glutathione-binding protein GsiB	SO:0001217, UniRef:UniRef50_P75797
contig_1	cds	3069824	3071695	-	OBDLAM_03067	gsiA	Glutathione import ATP-binding protein GsiA	SO:0001217, UniRef:UniRef50_P75796
contig_1	cds	3071682	3072647	-	OBDLAM_03068		Isoaspartyl peptidase	SO:0001217, UniRef:UniRef50_P37595
contig_1	cds	3072851	3074086	+	OBDLAM_03069	moeA	molybdopterin molybdotransferase MoeA	BlastRules:WP_014343820, EC:2.10.1.1, SO:0001217, UniRef:UniRef50_U4KCU5
contig_1	cds	3074086	3074835	+	OBDLAM_03070	moeB	Molybdopterin synthase sulfurylase MoeB	SO:0001217, UniRef:UniRef50_A0A3S4Y137
contig_1	cds	3074911	3075573	-	OBDLAM_03071		Fructose-6-phosphate aldolase 1	SO:0001217, UniRef:UniRef50_P78055
contig_1	cds	3075704	3076603	+	OBDLAM_03072		Putative pyruvate formate-lyase 3-activating enzyme	SO:0001217, UniRef:UniRef50_A0A376TK58
contig_1	cds	3076609	3079041	+	OBDLAM_03073	ybiW	putative dehydratase YbiW	SO:0001217, UniRef:UniRef50_P75793
contig_1	cds	3079187	3080002	+	OBDLAM_03074	ybiV	sugar-phosphatase YbiV	BlastRules:WP_000114272, EC:3.1.3.23, SO:0001217, UniRef:UniRef50_P75792
contig_1	cds	3080154	3081419	+	OBDLAM_03075	ybiU	Uncharacterized protein YbiU	SO:0001217, UniRef:UniRef50_P75791
contig_1	ncRNA	3081536	3081578	+	OBDLAM_03076	ES036	ES036 (CssrF) sRNA	RFAM:RF02751, SO:0000655
